AGENCY_ID,PRIMARY_AGENCY_ID,AGENCY_APPOINTMENT_YEAR,ACTIVE_PRODUCERS,VENDOR_IND,VENDOR
4529,4529,1955,15,N,UNKNOWN
4538,5095,2007,11,N,UNKNOWN
4540,8153,2007,9,N,UNKNOWN
4549,4549,2011,4,N,UNKNOWN
4550,4550,2001,23,Y,E
4567,99999,2000,6,N,UNKNOWN
4572,301,2008,19,Y,E
4578,9285,1985,45,Y,E
4582,99999,99999,99999,N,UNKNOWN
4584,99999,1974,22,N,UNKNOWN
4586,99999,2007,94,N,UNKNOWN
4592,7222,2011,4,Y,E
4595,99999,2001,22,N,UNKNOWN
4603,99999,99999,99999,N,UNKNOWN
4637,1395,2002,23,Y,D
4644,99999,99999,99999,N,UNKNOWN
4645,4645,1977,24,N,UNKNOWN
4649,2752,2006,9,Y,E
4660,4660,1958,24,Y,E
4664,99999,2006,12,N,UNKNOWN
4665,8208,2013,19,Y,E
4676,4676,2002,27,Y,C
4678,9198,2004,11,N,UNKNOWN
4682,99999,2009,8,N,UNKNOWN
4687,99999,2006,8,N,UNKNOWN
4695,8365,1996,9,Y,E
4703,99999,1949,18,N,UNKNOWN
4709,2302,1971,13,Y,A
4718,99999,2005,15,N,UNKNOWN
4721,99999,2005,14,N,UNKNOWN
4722,99999,2001,4,N,UNKNOWN
4734,99999,1956,9,N,UNKNOWN
4740,4740,2008,16,Y,A
4742,8474,1960,13,Y,A
4745,4745,1998,41,Y,C
4747,4747,2015,6,Y,E
4748,4748,99999,99999,N,UNKNOWN
4752,99999,99999,99999,N,UNKNOWN
4757,99999,1955,46,N,UNKNOWN
4765,4765,99999,99999,N,UNKNOWN
4782,2056,2008,18,Y,A
4807,99999,1979,2,N,UNKNOWN
4808,4808,1965,13,N,UNKNOWN
4815,4815,2009,43,Y,E
4826,9942,1971,42,Y,C
4838,99999,1998,6,N,UNKNOWN
4862,5918,2006,15,N,UNKNOWN
4869,99999,99999,99999,N,UNKNOWN
4885,7097,2005,30,Y,E
4888,99999,1982,5,N,UNKNOWN
4892,2056,2008,27,Y,A
4900,99999,1980,3,N,UNKNOWN
4904,4904,2012,10,Y,E
4908,99999,99999,99999,N,UNKNOWN
4910,99999,1988,56,N,UNKNOWN
4923,99999,1988,18,N,UNKNOWN
4925,4925,1982,4,N,UNKNOWN
4930,99999,1971,2,N,UNKNOWN
4948,2788,1998,26,Y,E
4950,99999,99999,99999,N,UNKNOWN
4958,4958,1982,49,Y,A
4962,99999,2004,70,N,UNKNOWN
4973,99999,1985,7,N,UNKNOWN
4976,6340,1973,16,Y,B
4978,4978,1999,22,N,UNKNOWN
4980,4980,1994,12,Y,C
4998,1297,2015,5,Y,A
5001,99999,99999,99999,N,UNKNOWN
5012,99999,2004,8,N,UNKNOWN
5020,7113,2012,24,Y,A
5029,99999,2006,12,N,UNKNOWN
5031,99999,2001,8,N,UNKNOWN
5032,2056,1976,25,Y,A
5060,99999,2000,6,N,UNKNOWN
5066,2570,2004,20,Y,A
5067,99999,2000,10,N,UNKNOWN
5074,5074,2003,18,Y,A
5077,99999,99999,99999,N,UNKNOWN
5086,3486,2008,17,N,UNKNOWN
5087,99999,2013,37,N,UNKNOWN
5095,5095,2007,17,N,UNKNOWN
5107,9576,1971,10,N,UNKNOWN
5109,5109,1966,20,Y,B
5120,9502,2001,12,N,UNKNOWN
5122,99999,1995,20,N,UNKNOWN
5123,99999,1989,65,N,UNKNOWN
5124,5124,1962,8,Y,E
5134,5134,1989,38,Y,A
5137,8365,1997,7,Y,E
5141,99999,1975,12,N,UNKNOWN
5142,7484,2007,15,Y,B
5145,5145,2011,32,Y,C
5148,99999,2004,26,N,UNKNOWN
5151,5151,1983,19,Y,B
5174,3354,2004,12,Y,C
5176,5176,2003,39,Y,E
5190,99999,2006,8,N,UNKNOWN
5211,99999,2009,4,N,UNKNOWN
5215,99999,1981,16,N,UNKNOWN
5232,5232,1985,10,N,UNKNOWN
5238,99999,1953,7,N,UNKNOWN
5246,9891,2002,19,Y,A
5252,8880,2007,40,Y,A
5256,5256,1983,32,N,UNKNOWN
5262,99999,99999,99999,N,UNKNOWN
5270,99999,2001,49,N,UNKNOWN
5275,6719,2006,25,Y,E
5276,99999,1997,2,N,UNKNOWN
5278,5278,1980,14,Y,C
5296,5919,2014,19,Y,A
5308,99999,99999,99999,N,UNKNOWN
5325,99999,2006,31,N,UNKNOWN
5326,6566,2006,18,Y,E
5352,5352,1982,36,Y,E
5359,99999,2009,10,N,UNKNOWN
5362,99999,99999,99999,N,UNKNOWN
5384,99999,1970,14,N,UNKNOWN
5406,99999,1960,6,N,UNKNOWN
5411,99999,2004,8,N,UNKNOWN
5417,6137,2000,11,Y,C
5419,99999,1973,2,N,UNKNOWN
5428,99999,2001,6,N,UNKNOWN
5430,5430,2012,19,Y,D
5434,99999,1971,16,N,UNKNOWN
5436,5436,2005,22,Y,B
5444,1315,2011,22,Y,E
5446,5446,1966,13,Y,C
5447,99999,99999,99999,N,UNKNOWN
5467,9360,1995,30,Y,E
5468,5468,1984,57,Y,E
5473,99999,2006,4,N,UNKNOWN
5475,99999,2009,60,N,UNKNOWN
5477,2056,2008,12,Y,A
5480,5480,1956,45,Y,A
5481,5481,1975,11,N,UNKNOWN
5495,8852,1979,14,Y,A
5500,5500,2006,47,Y,E
5505,5505,2013,10,Y,G
5510,2938,1980,11,Y,C
5527,5527,2010,34,Y,E
5528,5528,2014,16,Y,B
5534,5534,1985,17,N,UNKNOWN
5540,811,1996,74,Y,E
5541,99999,2008,10,N,UNKNOWN
5548,5548,1988,13,N,UNKNOWN
5549,2945,1982,62,Y,H
5550,4357,1990,49,Y,E
5553,99999,1996,7,N,UNKNOWN
5554,5554,1962,23,Y,D
5555,7254,2000,13,Y,A
5562,99999,1982,7,N,UNKNOWN
5563,99999,2006,31,N,UNKNOWN
5566,5566,2000,62,Y,E
5577,5577,2008,8,Y,A
5578,5578,1961,6,N,UNKNOWN
5580,99999,99999,99999,N,UNKNOWN
5585,5585,1995,10,Y,C
5588,99999,2001,12,N,UNKNOWN
5589,99999,99999,99999,N,UNKNOWN
5603,99999,2000,4,N,UNKNOWN
5613,5613,99999,99999,N,UNKNOWN
5617,5617,99999,99999,N,UNKNOWN
5618,5618,2006,46,Y,E
5627,99999,99999,99999,N,UNKNOWN
5641,5641,1962,12,N,UNKNOWN
5652,99999,99999,99999,N,UNKNOWN
5660,5660,1979,4,N,UNKNOWN
5661,99999,99999,99999,N,UNKNOWN
5665,99999,1997,8,N,UNKNOWN
5672,5672,1978,7,N,UNKNOWN
5679,99999,1983,1,N,UNKNOWN
5682,5682,1982,10,N,UNKNOWN
5685,99999,1986,8,N,UNKNOWN
5687,5687,1985,40,Y,E
5688,99999,1983,13,N,UNKNOWN
5713,99999,2003,15,N,UNKNOWN
5726,5726,2012,16,Y,E
5728,2056,2008,17,Y,A
5730,99999,1989,22,N,UNKNOWN
5733,5733,2006,17,Y,G
5735,8959,2006,61,Y,E
5748,5748,1982,14,N,UNKNOWN
5752,5752,1964,13,N,UNKNOWN
5757,99999,2005,8,N,UNKNOWN
5768,5768,2014,33,Y,G
5774,5774,1987,8,N,UNKNOWN
5783,5783,1964,4,Y,D
5786,6052,2006,6,N,UNKNOWN
5817,99999,2006,26,N,UNKNOWN
5826,99999,1999,5,N,UNKNOWN
5827,99999,99999,99999,N,UNKNOWN
5830,1700,2009,28,Y,A
5835,99999,1976,12,N,UNKNOWN
5837,99999,99999,99999,N,UNKNOWN
5840,99999,1973,10,N,UNKNOWN
5854,5854,1957,6,N,UNKNOWN
5856,99999,2007,21,N,UNKNOWN
5868,99999,99999,99999,N,UNKNOWN
5872,5872,2004,16,Y,B
5873,8207,2008,69,Y,A
5874,99999,2007,17,N,UNKNOWN
5880,99999,99999,99999,N,UNKNOWN
5888,5888,1964,10,Y,D
5890,2232,2004,3,N,UNKNOWN
5892,99999,99999,99999,N,UNKNOWN
5898,5898,1972,25,Y,C
5907,5907,1998,33,N,UNKNOWN
5911,5911,1982,27,Y,C
5912,5912,1970,66,Y,C
5914,99999,1982,43,N,UNKNOWN
5918,5918,1953,29,N,UNKNOWN
5919,5919,1989,180,Y,A
5920,1489,2002,6,N,UNKNOWN
5921,99999,1979,1,N,UNKNOWN
5922,7043,1948,55,Y,E
5931,5931,1960,13,Y,C
5938,5938,1999,42,Y,B
5946,5946,1983,22,Y,D
5947,99999,1982,15,N,UNKNOWN
5949,99999,1981,6,N,UNKNOWN
5955,5955,99999,99999,N,UNKNOWN
5956,5956,2000,22,Y,E
5960,8703,1983,25,N,UNKNOWN
5972,99999,99999,99999,N,UNKNOWN
5986,99999,1985,21,N,UNKNOWN
5993,5993,1985,14,Y,D
5994,99999,1959,2,N,UNKNOWN
6000,99999,1989,3,N,UNKNOWN
6007,99999,99999,99999,N,UNKNOWN
6011,6011,2000,28,Y,E
6018,99999,99999,99999,N,UNKNOWN
6022,99999,1972,6,N,UNKNOWN
6030,6030,1982,5,Y,C
6031,8959,2009,28,Y,E
6034,6719,2005,25,Y,E
6035,6035,1987,9,Y,H
6044,99999,99999,99999,N,UNKNOWN
6047,245,1987,62,Y,A
6052,6052,2005,15,N,UNKNOWN
6057,99999,1981,14,N,UNKNOWN
6074,99999,2011,24,N,UNKNOWN
6084,6084,1999,50,Y,C
6092,8959,1960,31,Y,E
6097,3354,2002,12,Y,C
6110,6110,2000,25,Y,E
6111,99999,1983,6,N,UNKNOWN
6118,8135,2013,8,Y,E
6124,6124,99999,99999,N,UNKNOWN
6137,6137,2012,5,N,UNKNOWN
6138,6138,1995,23,Y,A
6139,6139,2014,20,N,UNKNOWN
6142,204,2006,2,N,UNKNOWN
6144,99999,1950,41,N,UNKNOWN
6150,99999,2009,45,N,UNKNOWN
6152,7884,2004,19,Y,E
6155,6155,1983,2,N,UNKNOWN
6166,99999,2001,11,N,UNKNOWN
6167,5468,2007,39,Y,E
6179,6179,2012,4,N,UNKNOWN
6182,6182,2010,20,N,UNKNOWN
6183,99999,1989,20,N,UNKNOWN
6187,1952,2000,11,N,UNKNOWN
6188,6188,2014,21,N,UNKNOWN
6189,99999,1997,28,N,UNKNOWN
6197,99999,2004,17,N,UNKNOWN
6207,99999,2001,8,N,UNKNOWN
6209,6209,2012,12,Y,E
6217,6217,2009,49,Y,C
6221,6221,1993,9,Y,E
6222,6222,2009,44,Y,A
6227,99999,1987,14,N,UNKNOWN
6238,8474,1982,13,Y,A
6250,99999,2005,11,Y,E
6253,99999,2001,6,N,UNKNOWN
6256,6256,2010,32,Y,A
6261,6261,2011,6,Y,A
6264,6264,1997,8,Y,C
6265,99999,2000,21,N,UNKNOWN
6266,6266,2011,23,N,UNKNOWN
6269,99999,2001,6,N,UNKNOWN
6295,6295,1965,31,Y,D
6305,6305,2009,24,Y,J
6308,5585,1980,11,Y,C
6330,6330,1957,8,N,UNKNOWN
6331,99999,2008,16,Y,C
6340,6340,1956,32,Y,B
6341,294,2006,6,Y,C
6344,99999,1995,6,N,UNKNOWN
6346,6346,1981,42,Y,E
6347,6347,2001,23,Y,C
6351,99999,1982,4,N,UNKNOWN
6354,8843,2005,5,Y,E
6355,8003,2000,4,Y,E
6356,6356,1977,14,N,UNKNOWN
6359,6359,1992,79,Y,A
6369,6369,1986,4,N,UNKNOWN
6390,6390,1973,22,Y,A
6392,6340,1980,16,Y,B
6395,99999,99999,99999,N,UNKNOWN
6399,6399,1991,18,Y,A
6403,6403,2004,56,Y,A
6406,2900,2008,15,Y,G
6418,99999,2008,9,N,UNKNOWN
6424,99999,2005,12,N,UNKNOWN
6425,1149,2001,18,Y,A
6430,99999,1989,2,N,UNKNOWN
6443,6443,1944,8,N,UNKNOWN
6458,99999,2002,16,N,UNKNOWN
6463,6463,1985,25,Y,D
6470,99999,99999,99999,N,UNKNOWN
6482,1162,1949,17,Y,C
6484,99999,99999,99999,N,UNKNOWN
6486,6486,1970,4,N,UNKNOWN
6490,6490,2015,14,N,UNKNOWN
6492,6492,2014,29,N,UNKNOWN
6496,9198,2006,2,N,UNKNOWN
6501,1170,2005,40,Y,A
6504,5662,1992,94,Y,E
6508,99999,2008,46,N,UNKNOWN
6510,6510,1990,35,Y,E
6514,6566,2006,18,Y,E
6518,3467,2002,9,Y,C
6525,6525,1981,13,Y,F
6537,2519,2005,26,Y,E
6540,99999,1985,12,N,UNKNOWN
6557,8959,2007,45,Y,E
6559,6559,2011,5,Y,E
6563,99999,1976,5,N,UNKNOWN
6566,6566,2011,10,Y,E
6572,6572,1974,14,Y,C
6579,5938,1997,31,Y,B
6597,6597,2001,34,Y,E
6605,6605,1999,23,Y,A
6618,99999,2006,8,N,UNKNOWN
6627,2938,1996,33,Y,C
6634,9687,2014,9,Y,E
6648,9502,2003,18,Y,H
6653,99999,1966,6,N,UNKNOWN
6670,99999,1992,40,N,UNKNOWN
6683,6683,1978,4,N,UNKNOWN
6693,3671,2006,83,Y,E
6694,99999,2001,19,N,UNKNOWN
6703,6703,1979,13,N,UNKNOWN
6707,6707,99999,99999,N,UNKNOWN
6717,99999,2007,14,N,UNKNOWN
6718,99999,1987,16,N,UNKNOWN
6719,6719,2011,51,Y,E
6728,6728,2008,9,Y,E
6729,6729,2011,12,Y,B
6741,3,1968,18,N,UNKNOWN
6749,99999,99999,99999,N,UNKNOWN
6750,6750,1987,15,Y,C
6752,7113,2012,13,Y,A
6756,6756,2006,42,Y,E
6760,9198,2003,7,N,UNKNOWN
6770,99999,2006,4,N,UNKNOWN
6787,1162,1986,7,Y,C
6806,99999,2009,10,N,UNKNOWN
6807,99999,1997,6,N,UNKNOWN
6808,2902,2006,19,Y,E
6810,99999,2001,6,N,UNKNOWN
6812,6812,1979,11,N,UNKNOWN
6824,6824,2004,59,Y,E
6827,9550,2012,15,N,UNKNOWN
6828,6828,1972,2,N,UNKNOWN
6830,7527,1971,10,Y,G
6835,6835,2009,7,Y,E
6845,6845,1958,14,N,UNKNOWN
6854,99999,2006,17,N,UNKNOWN
6863,2056,2008,17,Y,A
6873,6873,99999,99999,N,UNKNOWN
6876,99999,1971,2,N,UNKNOWN
6879,6879,2007,32,Y,C
6893,6893,2009,18,Y,E
6897,9461,2006,20,Y,E
6902,8843,2004,21,Y,E
6929,99999,99999,99999,N,UNKNOWN
6934,6934,1982,43,Y,A
6939,9666,1962,16,Y,E
6944,99999,2006,11,N,UNKNOWN
6947,6947,99999,99999,N,UNKNOWN
6956,99999,1982,6,N,UNKNOWN
6968,99999,2006,20,N,UNKNOWN
6977,5993,1987,17,Y,D
6987,4489,2007,38,Y,A
6988,2056,2008,19,Y,A
6992,99999,2008,5,N,UNKNOWN
6996,99999,2004,6,N,UNKNOWN
7005,7005,2001,13,Y,C
7015,7015,2009,11,Y,A
7025,2056,2005,36,Y,A
7041,99999,2004,11,N,UNKNOWN
7043,7043,2003,52,Y,E
7055,99999,2012,11,N,UNKNOWN
7058,7058,99999,99999,N,UNKNOWN
7069,7069,1982,13,Y,E
7072,9473,2005,16,Y,C
7091,8652,2012,6,N,UNKNOWN
7095,7095,1991,6,N,UNKNOWN
7097,7097,2001,55,Y,E
7102,7102,2014,4,Y,E
7113,7113,2011,29,Y,A
7135,99999,99999,99999,N,UNKNOWN
7138,7138,1991,114,Y,A
7140,7140,2004,31,Y,E
7166,5151,2006,10,Y,B
7175,7175,99999,99999,N,UNKNOWN
7178,7178,2012,1,Y,E
7190,99999,2005,17,N,UNKNOWN
7194,7484,2000,26,Y,B
7211,99999,1986,10,N,UNKNOWN
7217,3487,2008,38,Y,E
7222,7222,2007,53,Y,E
7227,7227,2006,3,Y,D
7228,7639,2007,41,Y,E
7247,7247,1988,23,Y,C
7252,99999,1998,12,N,UNKNOWN
7253,156,2008,19,Y,A
7254,7254,1990,33,Y,A
7255,7255,1954,9,N,UNKNOWN
7256,99999,2004,12,N,UNKNOWN
7257,3467,2003,7,Y,C
7259,99999,1996,14,N,UNKNOWN
7267,99999,1959,54,N,UNKNOWN
7274,6729,1989,12,Y,B
7297,4357,2014,5,N,UNKNOWN
7301,99999,1985,5,N,UNKNOWN
7305,7305,99999,99999,N,UNKNOWN
7308,99999,2009,23,N,UNKNOWN
7316,4357,2012,18,Y,E
7332,7332,1949,7,Y,D
7337,6084,2014,9,Y,E
7355,99999,1998,32,N,UNKNOWN
7359,99999,2000,8,N,UNKNOWN
7361,99999,2008,7,N,UNKNOWN
7374,1395,1999,21,Y,D
7385,7385,1986,20,Y,B
7388,7388,1997,37,Y,E
7391,7391,2000,33,Y,B
7395,4489,2007,38,Y,A
7396,7841,2005,23,Y,E
7400,3775,2004,13,Y,E
7406,3486,1999,28,Y,E
7428,99999,2002,76,N,UNKNOWN
7429,99999,2006,6,N,UNKNOWN
7433,9198,2006,13,N,UNKNOWN
7437,99999,99999,99999,N,UNKNOWN
7438,99999,99999,99999,N,UNKNOWN
7442,99999,2006,8,N,UNKNOWN
7449,99999,1949,36,Y,E
7451,99999,99999,99999,N,UNKNOWN
7458,99999,2008,36,N,UNKNOWN
7459,7459,2010,4,N,UNKNOWN
7460,8774,1995,65,Y,E
7462,99999,2002,7,N,UNKNOWN
7467,6084,1991,45,Y,E
7469,99999,2008,9,N,UNKNOWN
7479,8277,1965,5,N,UNKNOWN
7483,7483,1954,7,N,UNKNOWN
7484,7484,1980,35,Y,B
7487,7487,99999,99999,N,UNKNOWN
7514,7514,2001,22,Y,D
7527,7527,1974,14,Y,G
7529,7529,1988,20,Y,J
7539,99999,2004,12,N,UNKNOWN
7541,99999,2002,8,N,UNKNOWN
7544,99999,1977,32,N,UNKNOWN
7545,1968,1997,18,Y,E
7550,2056,2008,17,Y,A
7560,99999,2007,14,N,UNKNOWN
7573,99999,2000,20,N,UNKNOWN
7582,99999,99999,99999,N,UNKNOWN
7589,7589,1964,12,Y,E
7596,3870,2012,39,Y,A
7605,6605,2011,1,Y,A
7606,99999,2005,14,N,UNKNOWN
7611,7611,1978,10,N,UNKNOWN
7625,99999,1975,8,N,UNKNOWN
7630,6359,1999,67,Y,A
7635,3354,1963,14,Y,C
7639,7639,2003,57,Y,E
7648,7648,1985,15,N,UNKNOWN
7651,7651,1989,25,Y,A
7653,9198,2003,11,N,UNKNOWN
7655,9458,1982,10,N,UNKNOWN
7657,99999,1978,1,N,UNKNOWN
7670,7670,1972,10,Y,E
7673,4061,2005,36,Y,A
7675,7675,1982,4,Y,E
7678,99999,99999,99999,N,UNKNOWN
7682,8959,2009,39,Y,E
7683,7527,2007,6,Y,G
7685,1604,1988,9,N,UNKNOWN
7687,1580,2014,4,Y,A
7688,99999,99999,99999,N,UNKNOWN
7693,7693,1998,9,Y,A
7705,99999,2003,18,N,UNKNOWN
7712,99999,2008,19,Y,A
7716,99999,1969,20,N,UNKNOWN
7734,8497,1981,69,Y,E
7736,9550,2008,21,N,UNKNOWN
7737,7737,2015,9,Y,E
7738,7738,1976,43,Y,A
7748,99999,1992,55,N,UNKNOWN
7756,8474,1981,33,Y,A
7760,2663,1982,17,Y,C
7761,7761,2008,9,Y,J
7767,99999,99999,99999,N,UNKNOWN
7793,7793,2008,27,Y,E
7797,7797,2002,21,Y,A
7831,3486,1991,28,Y,E
7833,8652,2009,12,Y,E
7841,7841,2000,36,Y,E
7842,99999,2005,16,N,UNKNOWN
7845,99999,1982,15,N,UNKNOWN
7856,99999,2001,28,N,UNKNOWN
7865,99999,99999,99999,N,UNKNOWN
7867,7867,1971,8,N,UNKNOWN
7873,8652,2003,48,Y,E
7874,4357,2014,13,Y,A
7876,99999,2006,10,N,UNKNOWN
7880,7880,1956,2,N,UNKNOWN
7884,7884,2003,24,Y,E
7887,9253,2005,2,Y,B
7890,99999,1996,17,N,UNKNOWN
7898,99999,1967,6,N,UNKNOWN
7902,99999,1964,2,N,UNKNOWN
7915,3810,1997,23,Y,E
7922,99999,1990,19,N,UNKNOWN
7930,99999,1986,2,N,UNKNOWN
7931,99999,99999,99999,N,UNKNOWN
7933,6110,2000,15,Y,E
7944,99999,99999,99999,N,UNKNOWN
7949,99999,2006,72,N,UNKNOWN
7957,99999,1983,2,N,UNKNOWN
7958,9951,2000,41,Y,E
7960,99999,99999,99999,N,UNKNOWN
7961,99999,1998,4,N,UNKNOWN
7965,7113,2012,21,Y,A
7974,99999,2003,4,N,UNKNOWN
7976,99999,2001,6,N,UNKNOWN
7977,99999,99999,99999,N,UNKNOWN
7984,7984,99999,99999,N,UNKNOWN
7985,7985,2002,19,Y,E
7987,99999,1971,2,N,UNKNOWN
7993,99999,1986,9,N,UNKNOWN
7996,7996,1980,8,N,UNKNOWN
8001,2358,2007,7,Y,G
8003,8003,1989,35,Y,E
8005,99999,2006,72,N,UNKNOWN
8008,8008,2002,107,Y,E
8009,8009,2010,12,N,UNKNOWN
8017,99999,1991,26,N,UNKNOWN
8032,2056,2008,16,Y,A
8039,8039,1981,2,N,UNKNOWN
8041,99999,2004,5,N,UNKNOWN
8043,99999,2007,7,N,UNKNOWN
8047,8047,2011,22,Y,A
8050,8050,1967,8,Y,C
8073,99999,1983,8,N,UNKNOWN
8079,5577,1978,7,Y,A
8088,8088,1972,16,Y,E
8089,2232,2004,13,N,UNKNOWN
8091,99999,2004,11,N,UNKNOWN
8092,99999,2006,15,N,UNKNOWN
8093,8093,2013,6,Y,A
8096,99999,99999,99999,N,UNKNOWN
8102,6137,1961,6,Y,C
8104,8652,2005,19,Y,E
8125,99999,1982,34,N,UNKNOWN
8127,8127,1992,42,Y,C
8133,8133,2012,29,Y,A
8135,8135,2012,18,Y,E
8136,8136,99999,99999,N,UNKNOWN
8144,8144,2014,8,Y,A
8145,5430,2012,17,Y,D
8149,3671,2001,6,Y,E
8150,8150,1983,24,Y,E
8153,8153,1974,12,N,UNKNOWN
8157,8157,2002,23,Y,E
8165,2358,1981,9,Y,G
8193,8193,1987,11,Y,A
8196,99999,1972,1,N,UNKNOWN
8201,99999,2004,2,N,UNKNOWN
8205,99999,99999,99999,N,UNKNOWN
8207,8207,1993,65,Y,A
8208,8208,1989,193,Y,A
8221,99999,2004,7,N,UNKNOWN
8222,99999,1999,3,N,UNKNOWN
8229,99999,1986,15,N,UNKNOWN
8233,7043,2003,32,Y,E
8235,99999,1968,9,N,UNKNOWN
8240,99999,1951,6,N,UNKNOWN
8242,8242,1989,22,Y,E
8244,8244,1967,7,N,UNKNOWN
8246,3775,1983,14,Y,E
8254,8254,2012,12,Y,E
8260,8260,1997,23,Y,E
8269,99999,99999,99999,N,UNKNOWN
8277,8277,1972,14,N,UNKNOWN
8288,5672,1973,7,N,UNKNOWN
8295,99999,1972,44,N,UNKNOWN
8297,99999,2002,16,N,UNKNOWN
8303,8303,2002,21,Y,E
8308,99999,2003,24,N,UNKNOWN
8311,8311,1981,12,Y,E
8317,8317,1988,11,Y,G
8336,99999,1983,6,N,UNKNOWN
8343,99999,99999,99999,N,UNKNOWN
8345,99999,1998,20,N,UNKNOWN
8355,8774,2005,25,Y,A
8357,8357,2011,19,Y,E
8365,8365,1956,77,Y,E
8377,940,2005,22,Y,B
8378,8378,1990,4,N,UNKNOWN
8392,1170,2009,30,N,UNKNOWN
8396,2056,2008,14,Y,A
8397,1722,1994,20,Y,E
8426,8426,2008,18,N,UNKNOWN
8431,99999,99999,99999,N,UNKNOWN
8435,2093,1977,6,Y,A
8436,99999,99999,99999,N,UNKNOWN
8441,99999,2003,4,N,UNKNOWN
8444,99999,2005,4,N,UNKNOWN
8449,2358,2005,8,Y,G
8450,99999,2008,13,N,UNKNOWN
8453,99999,1997,16,N,UNKNOWN
8456,99999,99999,99999,N,UNKNOWN
8458,8458,99999,99999,N,UNKNOWN
8461,99999,1983,5,N,UNKNOWN
8464,99999,1951,14,N,UNKNOWN
8466,99999,1960,18,Y,D
8474,8474,1996,42,Y,A
8477,8477,2014,10,N,UNKNOWN
8491,8491,1979,56,Y,C
8502,99999,1983,6,N,UNKNOWN
8522,99999,1972,8,N,UNKNOWN
8532,99999,2002,9,N,UNKNOWN
8543,8543,1940,56,Y,E
8548,99999,1941,10,N,UNKNOWN
8552,8552,99999,99999,N,UNKNOWN
8555,99999,1989,1,N,UNKNOWN
8558,8558,2002,24,Y,A
8560,5672,2006,7,N,UNKNOWN
8581,99999,1974,10,N,UNKNOWN
8582,3354,1999,6,Y,C
8584,8584,1984,10,N,UNKNOWN
8585,99999,2006,4,N,UNKNOWN
8586,9550,2007,24,N,UNKNOWN
8595,99999,1979,7,N,UNKNOWN
8608,8608,2014,38,Y,E
8610,99999,2001,19,N,UNKNOWN
8611,8133,2000,18,Y,E
8614,99999,99999,99999,N,UNKNOWN
8619,99999,1985,28,Y,A
8623,8207,2005,50,Y,A
8634,2268,2007,8,Y,B
8636,2914,1998,84,Y,A
8637,1700,2006,30,Y,A
8644,6729,1982,30,Y,B
8652,8652,1982,102,Y,E
8654,99999,99999,99999,N,UNKNOWN
8655,6221,1997,3,Y,E
8658,99999,1996,9,Y,J
8666,2913,1986,8,N,UNKNOWN
8677,8677,1970,13,N,UNKNOWN
8691,8691,1976,12,N,UNKNOWN
8693,99999,2006,14,N,UNKNOWN
8694,9671,1985,33,Y,B
8696,1876,1977,4,N,UNKNOWN
8703,8703,1989,18,N,UNKNOWN
8710,8710,2014,10,N,UNKNOWN
8712,1395,1959,14,N,UNKNOWN
8724,99999,2001,2,N,UNKNOWN
8729,99999,1979,1,N,UNKNOWN
8732,99999,1960,62,Y,D
8735,8735,99999,99999,N,UNKNOWN
8746,99999,99999,99999,N,UNKNOWN
8751,99999,1976,14,N,UNKNOWN
8757,99999,1976,5,N,UNKNOWN
8764,99999,99999,99999,N,UNKNOWN
8769,8769,1956,6,Y,A
8774,8774,2014,20,N,UNKNOWN
8777,1170,2012,9,Y,A
8783,99999,2005,10,N,UNKNOWN
8784,7484,2006,15,Y,B
8796,99999,99999,99999,N,UNKNOWN
8806,8806,1982,1,N,UNKNOWN
8812,1009,2002,5,N,UNKNOWN
8814,99999,1997,18,N,UNKNOWN
8831,8497,1957,6,Y,E
8834,99999,99999,99999,N,UNKNOWN
8843,8843,2004,45,Y,E
8850,8850,1965,6,N,UNKNOWN
8852,8852,2006,62,Y,G
8876,2752,1982,12,Y,E
8880,8880,2000,70,Y,A
8882,8882,2012,24,Y,A
8883,99999,2006,4,N,UNKNOWN
8889,99999,2002,9,N,UNKNOWN
8892,99999,99999,99999,N,UNKNOWN
8906,99999,2005,44,N,UNKNOWN
8907,99999,99999,99999,N,UNKNOWN
8913,8913,1987,10,N,UNKNOWN
8918,99999,99999,99999,N,UNKNOWN
8922,99999,1981,10,N,UNKNOWN
8928,99999,1957,10,N,UNKNOWN
8933,3671,1986,18,Y,E
8941,2056,2008,51,Y,A
8942,99999,2006,20,N,UNKNOWN
8947,99999,1985,14,N,UNKNOWN
8959,8959,2000,96,Y,E
8966,818,2007,31,Y,E
8969,8969,2010,43,Y,A
8970,99999,99999,99999,N,UNKNOWN
8971,8971,1984,8,N,UNKNOWN
8972,5145,2007,44,Y,A
8987,8987,1990,16,Y,C
8989,99999,1961,8,N,UNKNOWN
9000,6934,2012,14,Y,A
9011,3360,2003,14,Y,A
9012,99999,2007,16,Y,A
9019,9019,2014,32,N,UNKNOWN
9026,99999,2002,14,N,UNKNOWN
9028,6835,2005,7,Y,E
9031,9031,1989,10,Y,E
9033,99999,1995,2,N,UNKNOWN
9037,9037,2008,12,Y,A
9040,99999,1991,60,N,UNKNOWN
9052,99999,2006,8,N,UNKNOWN
9059,99999,1975,15,N,UNKNOWN
9063,99999,1981,17,N,UNKNOWN
9067,3671,2003,10,Y,E
9069,9550,2007,26,N,UNKNOWN
9071,9071,2013,8,N,UNKNOWN
9087,99999,2008,4,N,UNKNOWN
9097,9097,1996,30,Y,A
9102,7113,2012,18,Y,A
9116,9502,2001,18,Y,H
